Twitter_User_Name,Twitter_Account,Twitter_User_Description,Tweet_id,Tweet_created_at,Tweet_text,char_count,word_count,question_count,exclamation_count,hashtag_count,mention_count,link_count,polarity,subjectivity,noun_ratio,verb_ratio,adj_ratio,adv_ratio,pron_ratio,unique_word_ratio,stopword_count
Jen Spyra,jenspyra,"Writer for @colbertlateshow, formerly for @theonion. Robe Hound",1072676645541240833,2018-12-12 02:16:56,b'RT @catccohen: MY ORIGIN STORY https://t.co/gt4MAiMnzZ',57.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,1.0,0.0
Jen Spyra,jenspyra,"Writer for @colbertlateshow, formerly for @theonion. Robe Hound",1072622513639837696,2018-12-11 22:41:50,"b'RT @imchriskelly: I try not to get too personal on here, but I just got some news that has left me sad, confused, and - more than anything\xe2\x80\xa6'",153.0,28.0,0.0,0.0,0.0,1.0,0.0,-0.08,0.5,0.06060606060606061,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.967741935483871,3.0
Jen Spyra,jenspyra,"Writer for @colbertlateshow, formerly for @theonion. Robe Hound",1072308259531431937,2018-12-11 01:53:06,"b""@SnoozyWeiss SUZiELEE!!! YOU'RE MY BABY I'M YOUR MOMMY END OF STORY!""",71.0,11.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.125,1.0,1.0
Jen Spyra,jenspyra,"Writer for @colbertlateshow, formerly for @theonion. Robe Hound",1072307911370727430,2018-12-11 01:51:43,b'@bariweiss @SnoozyWeiss i change her diapies now bitch',57.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,0.2222222222222222,1.0,0.0
Jen Spyra,jenspyra,"Writer for @colbertlateshow, formerly for @theonion. Robe Hound",1071988648004980737,2018-12-10 04:43:04,b'Tried to score some petit fours off a fancyclothes cop and now I\xe2\x80\x99m cuffed in the back of his duesenberg',117.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22727272727272727,0.18181818181818182,0.0,0.045454545454545456,0.045454545454545456,1.0,6.0
Jen Spyra,jenspyra,"Writer for @colbertlateshow, formerly for @theonion. Robe Hound",1071982311661596673,2018-12-10 04:17:54,b'Abortions are the original regift',36.0,5.0,0.0,0.0,0.0,0.0,0.0,0.375,0.75,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,1.0,1.0
Jen Spyra,jenspyra,"Writer for @colbertlateshow, formerly for @theonion. Robe Hound",1071540248356773894,2018-12-08 23:01:18,b'@KatBproudscot Yay!! So glad you like it and yes I am!',57.0,11.0,0.0,3.0,0.0,1.0,0.0,0.625,1.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.2,1.0,2.0
Jen Spyra,jenspyra,"Writer for @colbertlateshow, formerly for @theonion. Robe Hound",1071499845188374529,2018-12-08 20:20:45,"b'@bariweiss @THR I\xe2\x80\x99m your girl, your slave, your master and I am empty without you. I love my Schmeepie!!!!!!'",122.0,19.0,0.0,6.0,0.0,2.0,0.0,0.45,0.55,0.1,0.06666666666666667,0.03333333333333333,0.0,0.23333333333333334,0.8260869565217391,1.0
waqas Sajid,wqs47,"Software Engineer by profession having interest in politics & Metaphysics. Inspired by Iqbal.
#NUST #EME #PTIFamily",1072475264129622017,2018-12-11 12:56:43,"b""@MusaVirk18 This duty paid by travellers will be used by PM and it's cabinet for traveling abroad on tax-payers mon\xe2\x80\xa6 https://t.co/kb6XQ4b3YX""",154.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.24,0.12,0.0,0.04,0.04,0.9666666666666667,4.0
waqas Sajid,wqs47,"Software Engineer by profession having interest in politics & Metaphysics. Inspired by Iqbal.
#NUST #EME #PTIFamily",1072459520285265920,2018-12-11 11:54:09,b'RT @JeremyMcLellan: 1. The guy said there wasn\xe2\x80\x99t an attack so I\xe2\x80\x99m not sure how I\xe2\x80\x99m making fun of an attack that never happened.\n2. Other th\xe2\x80\xa6',188.0,26.0,0.0,0.0,0.0,1.0,0.0,-0.025000000000000005,0.48796296296296293,0.21212121212121213,0.09090909090909091,0.09090909090909091,0.030303030303030304,0.06060606060606061,0.75,2.0
waqas Sajid,wqs47,"Software Engineer by profession having interest in politics & Metaphysics. Inspired by Iqbal.
#NUST #EME #PTIFamily",1072418553880608769,2018-12-11 09:11:22,b'@SBGillani Ghareeb_shehar tarasta ha aik nawalay ko..\nAmeer_e_shehar k kuttay b raj kerte Hain..',100.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0
waqas Sajid,wqs47,"Software Engineer by profession having interest in politics & Metaphysics. Inspired by Iqbal.
#NUST #EME #PTIFamily",1071991846799376386,2018-12-10 04:55:47,"b'RT @Wuzgar: Dear @Hammad_Azhar:\nTo hell with your senseless Tabdeeli.\nInstead of going after billionaires, you started fleecing poor overse\xe2\x80\xa6'",156.0,18.0,0.0,0.0,0.0,2.0,0.0,-0.4,0.6,0.23809523809523808,0.14285714285714285,0.19047619047619047,0.0,0.09523809523809523,1.0,1.0
waqas Sajid,wqs47,"Software Engineer by profession having interest in politics & Metaphysics. Inspired by Iqbal.
#NUST #EME #PTIFamily",1071984005283807232,2018-12-10 04:24:38,b'RT @JeremyMcLellan: Here\xe2\x80\x99s a helpful guide: \nJournalist getting attacked = Not funny.\nJournalist getting a flat tire and publicly accusing\xe2\x80\xa6',166.0,19.0,0.0,0.0,0.0,1.0,0.0,-0.0125,0.09583333333333333,0.3181818181818182,0.13636363636363635,0.09090909090909091,0.045454545454545456,0.0,0.8076923076923077,3.0
waqas Sajid,wqs47,"Software Engineer by profession having interest in politics & Metaphysics. Inspired by Iqbal.
#NUST #EME #PTIFamily",1071980187858939904,2018-12-10 04:09:27,b'RT @aishsiraj: @Maria_Memon When women anchors are demeaning themselves by opting to do panel discussions on which of the 2 wives of a pers\xe2\x80\xa6',154.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.19230769230769232,0.11538461538461539,0.0,0.0,0.07692307692307693,0.9642857142857143,6.0
waqas Sajid,wqs47,"Software Engineer by profession having interest in politics & Metaphysics. Inspired by Iqbal.
#NUST #EME #PTIFamily",1071744639915491328,2018-12-09 12:33:28,b'RT @Silly_Food: \xd9\x85\xd8\xac\xd8\xb1\xd9\x85 \xd8\xaa\xd9\x85\xd8\xa7\xd9\x85  \xd9\x81\xd9\x88\xd8\xb1\xdb\x8c \xd8\xb1\xdb\x81\xd8\xa7 \xda\xa9\xd8\xb1 \xd8\xaf\xd8\xa6\xdb\x8c\xdb\x92 \xda\xaf\xd8\xa6\xdb\x92\n\xd8\xa7\xd8\xa8 \xd8\xa7\xd9\x86\xda\xa9\xdb\x92 \xd9\x85\xda\x86\xd9\x84\xda\xa9\xdb\x92 \xd8\xa8\xda\xbe\xdb\x8c \xd8\xa7\xd8\xaf\xd8\xa7 \xda\xa9\xd8\xb1 \xd8\xaf\xdb\x8c\xd8\xa6\xdb\x92 \xda\xaf\xd8\xa6\xdb\x92\n\xdb\x81\xd8\xb1 \xd8\xa7\xd9\x86\xd9\x82\xd9\x84\xd8\xa7\xd8\xa8 \xd9\x88\xd9\x82\xd8\xaa \xd9\x85\xdb\x8c\xda\xba \xdb\x81\xd9\x85 \xd8\xb3\xdb\x92 \xd9\x81\xd9\x82\xdb\x8c\xd8\xb1 \xd9\x84\xd9\x88\xda\xaf\n\xd8\xb4\xd8\xa7\xdb\x81\xd9\x88\xda\xba \xda\xa9\xdb\x8c \xd8\xae\xd9\x88\xd8\xa7\xdb\x81\xd8\xb4\xd9\x88\xda\xba \xd9\xbe\xdb\x81 \xd9\x81\xd8\xaf\xd8\xa7\xe2\x80\xa6',814.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.03333333333333333,0.06666666666666667,0.0,0.0,0.15736040609137056,0.0
waqas Sajid,wqs47,"Software Engineer by profession having interest in politics & Metaphysics. Inspired by Iqbal.
#NUST #EME #PTIFamily",1071723157755711488,2018-12-09 11:08:07,"b""@momentmemori Let's plan here @idrees2152""",44.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,1.0,0.0
waqas Sajid,wqs47,"Software Engineer by profession having interest in politics & Metaphysics. Inspired by Iqbal.
#NUST #EME #PTIFamily",1071723094929276928,2018-12-09 11:07:52,"b'RT @momentmemori: I have seen the Heaven, Passo Gujal Hunza , Video: Travelore Adventures #Pakistan https://t.co/mmI0CqNcTR'",126.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.0,0.047619047619047616,1.0,1.0
waqas Sajid,wqs47,"Software Engineer by profession having interest in politics & Metaphysics. Inspired by Iqbal.
#NUST #EME #PTIFamily",1070980228934189056,2018-12-07 09:55:59,b'RT @AdilZafarUsfzai: Ma Shaa Allah !!! \nThe breathtaking Beauty of Swat. The Scenic Fizagat lying besides River Swat.\n@ZiauddinY @NaPoha_ h\xe2\x80\xa6',156.0,20.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.0,0.0,0.96,2.0
Justin Cohen,CohenJust,"Journalist/News Editor, Jewish News (London) https://t.co/BJgjFEUq4l",1065911239862349824,2018-11-23 10:13:37,b'RT @JewishNewsUK: Watch our News Editor @CohenJust speaking on @SkyNews about the 80th anniversary of the #Kindertransport. \n\nhttps://t.co/\xe2\x80\xa6',156.0,18.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.22727272727272727,0.13636363636363635,0.045454545454545456,0.0,0.045454545454545456,0.96,4.0
Justin Cohen,CohenJust,"Journalist/News Editor, Jewish News (London) https://t.co/BJgjFEUq4l",1065662833248096257,2018-11-22 17:46:33,b'.@pressgazette coverage of @JewishNewsUK partnership with @ChurchTimes @BritishMuslimTV \n\nhttps://t.co/qOgyDEEptN',118.0,9.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.4166666666666667,0.16666666666666666,0.0,0.0,0.0,1.0,1.0
Justin Cohen,CohenJust,"Journalist/News Editor, Jewish News (London) https://t.co/BJgjFEUq4l",1065592301915901953,2018-11-22 13:06:17,b'RT @ShaunBaileyUK: What an inspiring front page @JewishNewsUK. \n\nA profound reminder of the bravery and unity we are all capable of \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbf. htt\xe2\x80\xa6',186.0,23.0,0.0,0.0,0.0,2.0,0.0,0.2611111111111111,0.7999999999999999,0.25925925925925924,0.037037037037037035,0.14814814814814814,0.0,0.1111111111111111,0.9142857142857143,4.0
Justin Cohen,CohenJust,"Journalist/News Editor, Jewish News (London) https://t.co/BJgjFEUq4l",1065339998021607425,2018-11-21 20:23:43,"b'RT @JewishNewsUK: As Sir Ben Helfgott receives his knighthood, we say mazeltov and happy birthday! https://t.co/YEe8bFuAwm'",125.0,16.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,0.1,0.05,0.0,0.1,1.0,1.0
Justin Cohen,CohenJust,"Journalist/News Editor, Jewish News (London) https://t.co/BJgjFEUq4l",1065334273559941120,2018-11-21 20:00:58,"b'RT @richferrer: Tomorrow\xe2\x80\x99s @JewishNewsUK on the Kindertransport children, 80 years on. @BoardofDeputies @JLC_uk @HolocaustUK https://t.co/C\xe2\x80\xa6'",165.0,15.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.2631578947368421,0.05263157894736842,0.05263157894736842,0.0,0.0,0.88,3.0
Justin Cohen,CohenJust,"Journalist/News Editor, Jewish News (London) https://t.co/BJgjFEUq4l",1065223298043252736,2018-11-21 12:39:59,b'It\xe2\x80\x99s SIR Ben Helfgott! https://t.co/RF7p7x5MAC',60.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,1.0,1.0
Justin Cohen,CohenJust,"Journalist/News Editor, Jewish News (London) https://t.co/BJgjFEUq4l",1065198007103168512,2018-11-21 10:59:29,"b'RT @JewishNewsUK: The president of @nusuk, @ShakiraSweet1, joins 130 student leaders on landmark @AuschwitzMuseum educational visit with @H\xe2\x80\xa6'",154.0,18.0,0.0,0.0,0.0,5.0,0.0,0.25,0.25,0.3181818181818182,0.045454545454545456,0.09090909090909091,0.0,0.0,1.0,3.0
Justin Cohen,CohenJust,"Journalist/News Editor, Jewish News (London) https://t.co/BJgjFEUq4l",1064964505644470273,2018-11-20 19:31:38,"b'RT @Mendelpol: A leading European rabbi has warned Israeli leaders not to cosy up to the far-right, despite nationalist groups\xe2\x80\x99 stated love\xe2\x80\xa6'",165.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14814814814814814,0.14814814814814814,0.1111111111111111,0.037037037037037035,0.0,0.9,4.0
Justin Cohen,CohenJust,"Journalist/News Editor, Jewish News (London) https://t.co/BJgjFEUq4l",1064952943890362368,2018-11-20 18:45:42,b'Credit to @lmharpin for reporting these comments last week https://t.co/7HwrJhvsI7',85.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.06666666666666667,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.0,0.0,1.0,2.0
Justin Cohen,CohenJust,"Journalist/News Editor, Jewish News (London) https://t.co/BJgjFEUq4l",1064952728265388032,2018-11-20 18:44:50,b'RT @JewishNewsUK: South Wales police are treating as a hate crime after a man was assaulted on a Barry to Cardiff bus in an apparent antise\xe2\x80\xa6',154.0,26.0,0.0,0.0,0.0,1.0,0.0,-0.375,0.625,0.2857142857142857,0.07142857142857142,0.03571428571428571,0.0,0.0,0.9333333333333333,6.0
Darius Kazemi,tinysubversions,"I make weird internet art. I've mostly left Twitter, I'm at https://t.co/ccDElE4ZLE  Worker-owner at @feeltraincoop. Mozilla Open Web Fellow Sep 2018. #WHNBM he/him",1071052977484558339,2018-12-07 14:45:03,"b'RT @ExplainJojo: Okay. Here we are. It\'s time for us to dissect the most pivotal episode of JoJo\'s Bizarre Adventure in today\'s episode, ""L\xe2\x80\xa6'",157.0,24.0,0.0,0.0,0.0,1.0,0.0,0.475,0.6,0.15151515151515152,0.030303030303030304,0.030303030303030304,0.06060606060606061,0.06060606060606061,0.9032258064516129,6.0
Darius Kazemi,tinysubversions,"I make weird internet art. I've mostly left Twitter, I'm at https://t.co/ccDElE4ZLE  Worker-owner at @feeltraincoop. Mozilla Open Web Fellow Sep 2018. #WHNBM he/him",1070828774462246912,2018-12-06 23:54:09,"b'@aaroncarmichae8 Cool, which bot? I have many!'",49.0,7.0,1.0,1.0,0.0,1.0,0.0,0.4875,0.575,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,1.0,0.0
Darius Kazemi,tinysubversions,"I make weird internet art. I've mostly left Twitter, I'm at https://t.co/ccDElE4ZLE  Worker-owner at @feeltraincoop. Mozilla Open Web Fellow Sep 2018. #WHNBM he/him",1069997056159293446,2018-12-04 16:49:12,"b'@Hypothete @mozhacks I gave a talk about it at https://t.co/po4ZpWadPK, would be totally down to host a more focused AP meetup'",129.0,21.0,0.0,0.0,0.0,2.0,1.0,0.17222222222222222,0.3944444444444445,0.17391304347826086,0.08695652173913043,0.043478260869565216,0.08695652173913043,0.08695652173913043,0.96,4.0
Darius Kazemi,tinysubversions,"I make weird internet art. I've mostly left Twitter, I'm at https://t.co/ccDElE4ZLE  Worker-owner at @feeltraincoop. Mozilla Open Web Fellow Sep 2018. #WHNBM he/him",1069719820428546049,2018-12-03 22:27:34,"b'RT @GalaxyKate: I often tell people who are interested in bots to just make one little twitterbot, because doing one simple bot will teach\xe2\x80\xa6'",153.0,24.0,0.0,0.0,0.0,1.0,0.0,0.020833333333333332,0.4523809523809524,0.2222222222222222,0.14814814814814814,0.1111111111111111,0.07407407407407407,0.07407407407407407,0.9642857142857143,2.0
Darius Kazemi,tinysubversions,"I make weird internet art. I've mostly left Twitter, I'm at https://t.co/ccDElE4ZLE  Worker-owner at @feeltraincoop. Mozilla Open Web Fellow Sep 2018. #WHNBM he/him",1069014186372395009,2018-12-01 23:43:38,"b'This was made a lot easier with Google Translate, which is pretty good at academic texts. I corrected a few things\xe2\x80\xa6 https://t.co/wp2BqzR3UU'",153.0,22.0,0.0,0.0,0.0,0.0,1.0,0.1875,0.42500000000000004,0.12,0.08,0.16,0.04,0.12,0.9655172413793104,3.0
Darius Kazemi,tinysubversions,"I make weird internet art. I've mostly left Twitter, I'm at https://t.co/ccDElE4ZLE  Worker-owner at @feeltraincoop. Mozilla Open Web Fellow Sep 2018. #WHNBM he/him",1068538052413349889,2018-11-30 16:11:38,"b'RT @ExplainJojo: Koichi gets to the protagonist of his very own otome game in today\'s episode, ""Sometimes You Have to Pee Your Pants to Gro\xe2\x80\xa6'",155.0,25.0,0.0,0.0,0.0,1.0,0.0,0.19,0.7,0.2,0.1,0.06666666666666667,0.06666666666666667,0.1,0.9333333333333333,6.0
