Twitter_User_Name,Twitter_Account,Twitter_User_Description,Tweet_id,Tweet_created_at,Tweet_text
Justin Cohen,CohenJust,"Journalist/News Editor, Jewish News (London) https://t.co/BJgjFEUq4l",1065911239862349824,2018-11-23 10:13:37,b'RT @JewishNewsUK: Watch our News Editor @CohenJust speaking on @SkyNews about the 80th anniversary of the #Kindertransport. \n\nhttps://t.co/\xe2\x80\xa6'
Justin Cohen,CohenJust,"Journalist/News Editor, Jewish News (London) https://t.co/BJgjFEUq4l",1065662833248096257,2018-11-22 17:46:33,b'.@pressgazette coverage of @JewishNewsUK partnership with @ChurchTimes @BritishMuslimTV \n\nhttps://t.co/qOgyDEEptN'
Justin Cohen,CohenJust,"Journalist/News Editor, Jewish News (London) https://t.co/BJgjFEUq4l",1065592301915901953,2018-11-22 13:06:17,b'RT @ShaunBaileyUK: What an inspiring front page @JewishNewsUK. \n\nA profound reminder of the bravery and unity we are all capable of \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbf. htt\xe2\x80\xa6'
Justin Cohen,CohenJust,"Journalist/News Editor, Jewish News (London) https://t.co/BJgjFEUq4l",1065339998021607425,2018-11-21 20:23:43,"b'RT @JewishNewsUK: As Sir Ben Helfgott receives his knighthood, we say mazeltov and happy birthday! https://t.co/YEe8bFuAwm'"
Justin Cohen,CohenJust,"Journalist/News Editor, Jewish News (London) https://t.co/BJgjFEUq4l",1065334273559941120,2018-11-21 20:00:58,"b'RT @richferrer: Tomorrow\xe2\x80\x99s @JewishNewsUK on the Kindertransport children, 80 years on. @BoardofDeputies @JLC_uk @HolocaustUK https://t.co/C\xe2\x80\xa6'"
Justin Cohen,CohenJust,"Journalist/News Editor, Jewish News (London) https://t.co/BJgjFEUq4l",1065223298043252736,2018-11-21 12:39:59,b'It\xe2\x80\x99s SIR Ben Helfgott! https://t.co/RF7p7x5MAC'
Justin Cohen,CohenJust,"Journalist/News Editor, Jewish News (London) https://t.co/BJgjFEUq4l",1065198007103168512,2018-11-21 10:59:29,"b'RT @JewishNewsUK: The president of @nusuk, @ShakiraSweet1, joins 130 student leaders on landmark @AuschwitzMuseum educational visit with @H\xe2\x80\xa6'"
Justin Cohen,CohenJust,"Journalist/News Editor, Jewish News (London) https://t.co/BJgjFEUq4l",1064964505644470273,2018-11-20 19:31:38,"b'RT @Mendelpol: A leading European rabbi has warned Israeli leaders not to cosy up to the far-right, despite nationalist groups\xe2\x80\x99 stated love\xe2\x80\xa6'"
Justin Cohen,CohenJust,"Journalist/News Editor, Jewish News (London) https://t.co/BJgjFEUq4l",1064952943890362368,2018-11-20 18:45:42,b'Credit to @lmharpin for reporting these comments last week https://t.co/7HwrJhvsI7'
Justin Cohen,CohenJust,"Journalist/News Editor, Jewish News (London) https://t.co/BJgjFEUq4l",1064952728265388032,2018-11-20 18:44:50,b'RT @JewishNewsUK: South Wales police are treating as a hate crime after a man was assaulted on a Barry to Cardiff bus in an apparent antise\xe2\x80\xa6'
Darius Kazemi,tinysubversions,"I make weird internet art. I've mostly left Twitter, I'm at https://t.co/ccDElE4ZLE  Worker-owner at @feeltraincoop. Mozilla Open Web Fellow Sep 2018. #WHNBM he/him",1071052977484558339,2018-12-07 14:45:03,"b'RT @ExplainJojo: Okay. Here we are. It\'s time for us to dissect the most pivotal episode of JoJo\'s Bizarre Adventure in today\'s episode, ""L\xe2\x80\xa6'"
Darius Kazemi,tinysubversions,"I make weird internet art. I've mostly left Twitter, I'm at https://t.co/ccDElE4ZLE  Worker-owner at @feeltraincoop. Mozilla Open Web Fellow Sep 2018. #WHNBM he/him",1070828774462246912,2018-12-06 23:54:09,"b'@aaroncarmichae8 Cool, which bot? I have many!'"
Darius Kazemi,tinysubversions,"I make weird internet art. I've mostly left Twitter, I'm at https://t.co/ccDElE4ZLE  Worker-owner at @feeltraincoop. Mozilla Open Web Fellow Sep 2018. #WHNBM he/him",1069997056159293446,2018-12-04 16:49:12,"b'@Hypothete @mozhacks I gave a talk about it at https://t.co/po4ZpWadPK, would be totally down to host a more focused AP meetup'"
Darius Kazemi,tinysubversions,"I make weird internet art. I've mostly left Twitter, I'm at https://t.co/ccDElE4ZLE  Worker-owner at @feeltraincoop. Mozilla Open Web Fellow Sep 2018. #WHNBM he/him",1069719820428546049,2018-12-03 22:27:34,"b'RT @GalaxyKate: I often tell people who are interested in bots to just make one little twitterbot, because doing one simple bot will teach\xe2\x80\xa6'"
Darius Kazemi,tinysubversions,"I make weird internet art. I've mostly left Twitter, I'm at https://t.co/ccDElE4ZLE  Worker-owner at @feeltraincoop. Mozilla Open Web Fellow Sep 2018. #WHNBM he/him",1069014186372395009,2018-12-01 23:43:38,"b'This was made a lot easier with Google Translate, which is pretty good at academic texts. I corrected a few things\xe2\x80\xa6 https://t.co/wp2BqzR3UU'"
Darius Kazemi,tinysubversions,"I make weird internet art. I've mostly left Twitter, I'm at https://t.co/ccDElE4ZLE  Worker-owner at @feeltraincoop. Mozilla Open Web Fellow Sep 2018. #WHNBM he/him",1068538052413349889,2018-11-30 16:11:38,"b'RT @ExplainJojo: Koichi gets to the protagonist of his very own otome game in today\'s episode, ""Sometimes You Have to Pee Your Pants to Gro\xe2\x80\xa6'"
Darius Kazemi,tinysubversions,"I make weird internet art. I've mostly left Twitter, I'm at https://t.co/ccDElE4ZLE  Worker-owner at @feeltraincoop. Mozilla Open Web Fellow Sep 2018. #WHNBM he/him",1068165020503105536,2018-11-29 15:29:21,b'@dphiffer @GalaxyKate @aparrish Yup. https://t.co/drzrirHxoN\n\nThanks to @BooDooPerson'
Darius Kazemi,tinysubversions,"I make weird internet art. I've mostly left Twitter, I'm at https://t.co/ccDElE4ZLE  Worker-owner at @feeltraincoop. Mozilla Open Web Fellow Sep 2018. #WHNBM he/him",1067950306678325248,2018-11-29 01:16:09,b'@dualhammers Working on the open source version of https://t.co/qGJuBbXwKj'
Darius Kazemi,tinysubversions,"I make weird internet art. I've mostly left Twitter, I'm at https://t.co/ccDElE4ZLE  Worker-owner at @feeltraincoop. Mozilla Open Web Fellow Sep 2018. #WHNBM he/him",1067204407840784385,2018-11-26 23:52:13,"b""RT @dat_night: The first Dat Night is this Thursday at 6:00 PM \xe2\x80\x94 and it's sold out! We'll have talks from @whoisgina, @joeahand, @tinysubve\xe2\x80\xa6"""
Darius Kazemi,tinysubversions,"I make weird internet art. I've mostly left Twitter, I'm at https://t.co/ccDElE4ZLE  Worker-owner at @feeltraincoop. Mozilla Open Web Fellow Sep 2018. #WHNBM he/him",1067141282093363200,2018-11-26 19:41:22,"b""RT @mozilla: What if social media wasn't a series of walled gardens?\n\nOn the Mozilla Hacks blog, Mozilla Fellow @tinysubversions writes abo\xe2\x80\xa6"""
Omer Mohammad,omerm27,Museums Professional/Photographer/filmmaker based in Gothenburg.,1066105007307661315,2018-11-23 23:03:35,"b""RT @MKBHD: Giving a random follower who RTs this a free pair of Audio Technica ATH-M50XBT headphones! Anyone internationally can win. I'll\xe2\x80\xa6"""
Omer Mohammad,omerm27,Museums Professional/Photographer/filmmaker based in Gothenburg.,1065129685892415488,2018-11-21 06:28:00,b'I just wish we could be as critical of other countries as we are being with #KSA (for the moment) for extra judicia\xe2\x80\xa6 https://t.co/EGv6qgk1D5'
Omer Mohammad,omerm27,Museums Professional/Photographer/filmmaker based in Gothenburg.,1061033055098454016,2018-11-09 23:09:28,"b'RT @surlybassey: My husband is in his first year of teaching elementary school math.\n\nEvery night he comes home, takes a long swig of soda\xe2\x80\xa6'"
Omer Mohammad,omerm27,Museums Professional/Photographer/filmmaker based in Gothenburg.,1056574420586848256,2018-10-28 15:52:26,b'RT @khalidalbaih: #Khartoon book is here Twitter! Big up #Sudan https://t.co/KtUG6w3QtD'
Omer Mohammad,omerm27,Museums Professional/Photographer/filmmaker based in Gothenburg.,1055573864095330304,2018-10-25 21:36:35,b'RT @elonmusk: How\xe2\x80\x99d they know!? https://t.co/AZh4EOrgmc'
Omer Mohammad,omerm27,Museums Professional/Photographer/filmmaker based in Gothenburg.,1055325941726089216,2018-10-25 05:11:26,"b""@SalMuhanadi She didn't refuse to appear in Sodastream marketing when the BDS asked her to boycott though"""
Omer Mohammad,omerm27,Museums Professional/Photographer/filmmaker based in Gothenburg.,1054388952331890689,2018-10-22 15:08:10,"b""@HE_VALENCIA Don't get me started on Danish bruh. There's actually documented writing going back centuries that mak\xe2\x80\xa6 https://t.co/7qxpEEdQj6"""
Omer Mohammad,omerm27,Museums Professional/Photographer/filmmaker based in Gothenburg.,1054386985501163521,2018-10-22 15:00:21,"b""I: It was so cold today. I hate it when I under-dress.\n@natshehla: (musically) You don't have to stress, just don't under-dress.\nI: *sigh*"""
Omer Mohammad,omerm27,Museums Professional/Photographer/filmmaker based in Gothenburg.,1051844033188950017,2018-10-15 14:35:34,"b'@lenifaye Suck on a lemon dipped in sugar. Lemon for the vitamin c, sugar to take away the sourness. Worked for me.'"
Omer Mohammad,omerm27,Museums Professional/Photographer/filmmaker based in Gothenburg.,1050434487539130375,2018-10-11 17:14:32,b'@HE_VALENCIA Mitsurugi all day'
Ranjit Bhatnagar,ranjit,"sound sculpture, experimental music, installation. twitter projects: @pentametron, @earwormreport, more: http://t.co/yYOdxC7R1B",1071225982915371013,2018-12-08 02:12:31,"b'I\xe2\x80\x99ve been making images of veggies from @NYCGreenmarkets for almost 2 decades, and with @SpatialK\xe2\x80\x99s help, finally g\xe2\x80\xa6 https://t.co/JxBz0k8o1D'"
Ranjit Bhatnagar,ranjit,"sound sculpture, experimental music, installation. twitter projects: @pentametron, @earwormreport, more: http://t.co/yYOdxC7R1B",1071225088173899776,2018-12-08 02:08:58,b'RT @farmtoscanner: Here\xe2\x80\x99s a few of the produce scan prints and products from the Farm to Scanner store: https://t.co/1fjGWAh0IT https://t.c\xe2\x80\xa6'
Ranjit Bhatnagar,ranjit,"sound sculpture, experimental music, installation. twitter projects: @pentametron, @earwormreport, more: http://t.co/yYOdxC7R1B",1069981616527806464,2018-12-04 15:47:51,"b'RT @misterunderwood: Me and @onoryoko have put a @Bandcamp page up for our debut album, ""Gold-cut Square Voice"".\n\n""Each copy of this specia\xe2\x80\xa6'"
Ranjit Bhatnagar,ranjit,"sound sculpture, experimental music, installation. twitter projects: @pentametron, @earwormreport, more: http://t.co/yYOdxC7R1B",1067741634497060870,2018-11-28 11:26:58,"b""RT @ComposersForum: From the archives: Ranjit Bhatnager's collection of 200+ handmade instruments explore the sonic possibilities of everyd\xe2\x80\xa6"""
Ranjit Bhatnagar,ranjit,"sound sculpture, experimental music, installation. twitter projects: @pentametron, @earwormreport, more: http://t.co/yYOdxC7R1B",1064615500011970562,2018-11-19 20:24:49,b'@nicomuhly yes and :('
Ranjit Bhatnagar,ranjit,"sound sculpture, experimental music, installation. twitter projects: @pentametron, @earwormreport, more: http://t.co/yYOdxC7R1B",1062412475772088320,2018-11-13 18:30:47,b'@BBolander @UrsulaV The fact that I can see this tweet and then be reading the book 90 seconds later is the only re\xe2\x80\xa6 https://t.co/yrMiBJehmE'
Ranjit Bhatnagar,ranjit,"sound sculpture, experimental music, installation. twitter projects: @pentametron, @earwormreport, more: http://t.co/yYOdxC7R1B",1061297339804119040,2018-11-10 16:39:38,b'Whoo! https://t.co/ivx877FQXV'
Ranjit Bhatnagar,ranjit,"sound sculpture, experimental music, installation. twitter projects: @pentametron, @earwormreport, more: http://t.co/yYOdxC7R1B",1054575972866015232,2018-10-23 03:31:19,"b'RT @nickmofo: Computer-generated Using Electricity books The Truelist @nickmofo; Machine, Unlearning @thricedotted; Encomials @ranjit; A No\xe2\x80\xa6'"
Ranjit Bhatnagar,ranjit,"sound sculpture, experimental music, installation. twitter projects: @pentametron, @earwormreport, more: http://t.co/yYOdxC7R1B",1051878941001179136,2018-10-15 16:54:17,b'@toddwords Hmm maybe Bart Hopkin?'
Ranjit Bhatnagar,ranjit,"sound sculpture, experimental music, installation. twitter projects: @pentametron, @earwormreport, more: http://t.co/yYOdxC7R1B",1051878755310993408,2018-10-15 16:53:32,"b'RT @mcnallyjackson: Tonight at 7pm in Williamsburg, poet and editor @nickmofo and computer scientist @dan_rockmore talk about poetry and ar\xe2\x80\xa6'"
"Hey, it's Opus!",heyitsopus,"Dear Internet, Hi! How are you? I'm fine. i'm 6'4, I enjoy the smell of band-aids. I'm head writer for the Late Show w/ Stephen Colbert. Write back! Yours, Opus",1072642512886616065,2018-12-12 00:01:18,b'Mrs. Maisel is part of the Marvelous Cinematic Universe.'
"Hey, it's Opus!",heyitsopus,"Dear Internet, Hi! How are you? I'm fine. i'm 6'4, I enjoy the smell of band-aids. I'm head writer for the Late Show w/ Stephen Colbert. Write back! Yours, Opus",1072482090120290304,2018-12-11 13:23:50,"b'WRONG. It is perfectly safe to eat raw cookie dough, as long as you pre-heat your tummy to 350\xc2\xb0 first. https://t.co/bjIOASqCOO'"
"Hey, it's Opus!",heyitsopus,"Dear Internet, Hi! How are you? I'm fine. i'm 6'4, I enjoy the smell of band-aids. I'm head writer for the Late Show w/ Stephen Colbert. Write back! Yours, Opus",1070809735002234881,2018-12-06 22:38:30,b'I need some love advice. \nOn a scale of one to ten: how?'
"Hey, it's Opus!",heyitsopus,"Dear Internet, Hi! How are you? I'm fine. i'm 6'4, I enjoy the smell of band-aids. I'm head writer for the Late Show w/ Stephen Colbert. Write back! Yours, Opus",1070278026984869889,2018-12-05 11:25:41,b'RT @StephenAtHome: https://t.co/L03r7FxFrS'
"Hey, it's Opus!",heyitsopus,"Dear Internet, Hi! How are you? I'm fine. i'm 6'4, I enjoy the smell of band-aids. I'm head writer for the Late Show w/ Stephen Colbert. Write back! Yours, Opus",1069614543129722881,2018-12-03 15:29:14,"b'One day, Hitler sneezed a mighty sneeze.\n\nAnd thus, the soul patch was born.'"
"Hey, it's Opus!",heyitsopus,"Dear Internet, Hi! How are you? I'm fine. i'm 6'4, I enjoy the smell of band-aids. I'm head writer for the Late Show w/ Stephen Colbert. Write back! Yours, Opus",1068626752296157185,2018-11-30 22:04:06,"b'oh god i saw one photo of Whitney Houston on the internet this morning and i\'ve had ""I Wanna Dance With Somebody"" s\xe2\x80\xa6 https://t.co/qKBwjULc5m'"
"Hey, it's Opus!",heyitsopus,"Dear Internet, Hi! How are you? I'm fine. i'm 6'4, I enjoy the smell of band-aids. I'm head writer for the Late Show w/ Stephen Colbert. Write back! Yours, Opus",1068577784820363264,2018-11-30 18:49:31,"b'Only two likes. Apparently, not a lot of overlap on the Venn Diagram of \xe2\x80\x9cT.S. Elliott Readers\xe2\x80\x9d and \xe2\x80\x9cFans of Super S\xe2\x80\xa6 https://t.co/IuMAx97nXH'"
"Hey, it's Opus!",heyitsopus,"Dear Internet, Hi! How are you? I'm fine. i'm 6'4, I enjoy the smell of band-aids. I'm head writer for the Late Show w/ Stephen Colbert. Write back! Yours, Opus",1068503561036840960,2018-11-30 13:54:35,b'RT @StephenAtHome: Not sure about Paul Ryan\xe2\x80\x99s official portrait. https://t.co/zMkq6qBfop'
